,word,pos,countentries,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14
310,sensitively,av,4,emotionally/with emotion,tenderly,with intense emotion,sensitively,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600,1600,1793,1824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,serene,vt,4,the face/appearance,the face,make calm,make free from trouble/care/sorrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1648,1648,1654,1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
312,serious,aj,4,serious/solemn,of appearance,as opposed to jesting/playful,rendering serious/solemn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,1601,1712,1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,shake up,vt,4,harass,rattle,cause nervous excitement/agitate,upset/perturb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553,1884,1897,1897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,shame,vt,4,be in awe of a person/thing,shame,drive away through shame,drive into/out of through shame,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382,1530,1596,1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,short,aj,4,of words spoken,snappish/sharp-tongued,irascible (of temper/disposition),irascible (of person),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,1588,1599,1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,shy,aj,4,shy,fearful of committing oneself/reluctant,shy/bashful,reluctant to,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600,1628,1672,1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
317,snivel,vt,4,affect by snivelling,affect by addressing with servility,utter/shed with snivelling,utter in servile manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1668,1668,1780,1818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,softness,n,4,tenderness,instance of,quality of unmanliness,timidity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224,1382,1553,1605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
319,solemn,aj,4,full of/accompanied by ceremony/formality,strong/deep,imposing,serious/solemn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1369,1400,1400,1449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,solemnity,n,4,ceremony/formality,ceremonial device/equipment,seriousness/solemnity,a serious subject/remark,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290,1435,1712,1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,solicitous,aj,4,anxious,apprehensive,of cares/thoughts,of appearance/expression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1570,1621,1650,1868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,sombre,aj,4,dejected,ill-humoured,gloomy/depressing,of the heart/spirits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1767,1767,1768,1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,sombrous,aj,4,gloomy/depressing,of the heart/spirits,dejected,ill-humoured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750,1751,1792,1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,sorrow at/for/over,vt,4,be sorry/grieved at,lament/express grief for,regret,be anxious about,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1530,1530,1530,1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,sour,vi,4,exacerbate suffering,turn into a sour feeling,be/become bitter at heart,become sour,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311,1400,1748,1748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
326,spiritless,aj,4,dejected,phlegmatic,spiritless,lukewarm/lacking enthusiasm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1597,1628,1628,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,splenetic,aj,4,irritable,characterized/caused by,causing/producing melancholy,melancholy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1592,1693,1700,1766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,spunky,aj,4,spirited,angry,irascible (of person),spirited/lively,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1786,1809,1809,1831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
329,squeamish,aj,4,emotionally detached,hostile/unfriendly (of actions),full of detestation/loathing/disgust,shy/bashful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1561,1577,1581,1788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,squeeze,n,4,hand-pressing as affectionate gesture,embrace,one who is loved/a sweetheart,close/intimate friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1736,1790,1980,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,stateliness,n,4,arrogance,haughtiness/disdainfulness,dignity,splendour/magnificence/pomp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1509,1509,1541,1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,stew,vi,4,be upset/perturbed,be apprehensive,fret/suffer anxiety,be kept in state of apprehension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1917,1917,1917,1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
333,stinging,aj,4,causing mental pain/suffering,causing a pang,irritating,of speech/speaker,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1225,1225,1529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,stir,vt,4,excite,cause/give rise to an emotion,affect with passion/strong emotion,tease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1430,1489,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,stony,aj,4,callous/hard-hearted,deadening/dulling,(of fear) stupefying,petrifying (of grief),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,1590,1590,1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,streaky,aj,4,irritable,upset/perturbed,abashed,rattled,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1848,1872,1872,1872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
337,sublime,aj,4,proud,inspired,enraptured/ecstatic,sublimely exciting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596,1667,1667,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,sufferance,n,4,long-suffering,capacity for emotion,action of suffering,capacity for,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1374,1426,1544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,suffisance,n,4,source of satisfaction,contentment/satisfaction,satisfying of a desire,excessive self-confidence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1369,1374,1548,1781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,sunshine,aj,4,happy,causing joy/delight,cheerful and lively,cheering/suggestive of cheerfulness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1593,1593,1593,1593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,swagger,vi,4,behave proudly,be/become arrogant,bluster,complain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590,1590,1590,1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,sweet,n,4,terms of endearment,pleasure,source of pleasure,loved one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1377,1377,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,swell,n,4,rising of emotion,proud behaviour,ostentation,pomposity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1702,1724,1724,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
344,swelling,aj,4,swollen/inflated with pride,rising (of emotion),attributes of tears,suffused/wet with tears,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1586,1593,1593,1760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
345,teenfully,av,4,sorrowfully,in manner to cause sorrow/grief,in harassing manner,angrily,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,1374,1374,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
346,temper,n,4,calmness,self-possession/self-control,state of feeling/mood,irascibility,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603,1603,1628,1828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
347,tender,vt,4,specifically of the heart,show pity/compassion to,have mercy upon,be in awe of a person/thing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390,1442,1442,1615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,terrification,n,4,action of terrifying,one who/that which terrifies,something that alarms,panic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1601,1806,1806,1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,thankfulness,n,4,action/fact of giving pleasure,contentment/satisfaction,gratitude,thanks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1500,1552,1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,thrilly,aj,4,excited,pleasurably excited,exciting,pleasurably exciting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1893,1893,1896,1896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,timorous,aj,4,terrible,timid,modest,indicating/proceeding from fear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1445,1450,1474,1581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,torn,n,4,suffering,anger,unrighteous anger,indignation/resentment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,toy,n,4,amorous play,one who/that which is comical,instance of caressing,terms of endearment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303,1542,1565,1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,treat,n,4,pleasant/enjoyable thing,a treat,pleasing person,terms of endearment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1770,1805,1825,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,trouble,vt,4,cause mental pain/suffering to,upset/perturb,harass,annoy/vex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1225,1375,1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,unaffectionate,aj,4,lacking emotional sensibility,alienated in feeling/affection,without affection,devoid of affection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1645,1787,1815,1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,unsavoury,aj,4,unpleasant,specifically of persons,bland/insipid,pertaining to that which is disliked,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,1401,1449,1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,uptight,aj,4,in state of tension,anxious,angry,in a state of nervous tension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934,1934,1934,1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,uptightness,n,4,tension,anxiety,state/condition of anger,being in a state of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1969,1969,1969,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,vapour,vt,4,force someone by boasting,utter boastfully,affect with nervous depression,affect with weariness/tedium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1654,1658,1774,1774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,vehement,aj,4,strong (of feelings),subject to passion/strong emotion,violent (of emotions),furious (of anger),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1491,1491,1548,1548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,venturous,aj,4,daring,specifically of things,venturous,brave/bold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1565,1565,1576,1584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,vex,n,4,suffering,state of annoyance/vexation,cause of annoyance/vexation,distressing commotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1815,1815,1815,1862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,vex,vt,4,harass,annoy/vex,make anxious,irritate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1410,1418,1423,1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,vexation,n,4,state of being harassed,harassment,state of annoyance/vexation,(a) cause of mental pain/suffering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1413,1424,1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,wailful,aj,4,characterized by/resembling,lamentable,of sorrowful appearance,lamenting/expressing grief,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1544,1547,1557,1579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,warm,vt,4,please/give pleasure to,inspire with zeal/enthusiasm,encourage/embolden,excite anger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1526,1580,1697,1752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,warmly,av,4,ardently/fervently,zealous enthusiasm,warmly,angrily,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1529,1665,1719,1776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,well,av,4,intimately/familiarly,in a brave manner,in a friendly manner,calmly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320,1338,1659,1753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,windy,aj,4,boastful,that inflates with pride,swollen/inflated with pride,apt to get into a state of alarm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1513,1590,1625,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,wlenc(o),n,4,pride,arrogance,impudence,highspiritedness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,woe,aj,4,sorrowful/afflicted with grief,specifically of the heart,suffering mental pain,of conditions/events,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,1205,1300,1572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,worrit,n,4,worry,cause of worry,one who worries,one causing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1838,1838,1889,1889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,wrap,vt,4,harass,enfold in something soothing,transport with rapture/ecstasy,embrace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,1399,1561,1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,wrathy,aj,4,angry,irascible (of person),characterized by anger,characterized by/showing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1828,1828,1873,1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,wring,vt,4,wring (hands),cause anguish to/torment,force out (tears),press/squeeze the hand as gesture of affection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290,1374,1395,1534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,wringing,n,4,action of wringing (the heart),wringing of hands,remorse,action of wresting/extortion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350,1350,1613,1613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,wroth < wraþ,aj,4,angry,characterized by anger,indignant/resentful,characterized by/showing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,wry,aj,4,twisted in manifestation of dislike,characterized by ill nature,ill-natured,of a smile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1598,1599,1649,1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,(ge)abylgan,vt,3,make angry,excite to indignation/resentment,irritate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,(ge)freogan,vt,3,love,caress,embrace,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,(ge)gladdian,vt,3,please/give pleasure to,make joyful/delighted,a thing/place,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,latin,aj,3,characterized by passion,impetuous,proud,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1914,1914,1914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,achafe,vt,3,inflame (with) passion,excite anger,make angry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1325,1325,1340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,affectation,n,3,ostentatious fondness of something,pretension to superiority,affection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1542,1548,1607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,affectioned,aj,3,zealously enthusiastic,affectionate,favourably disposed to/having liking for,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1532,1578,1601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,affectual,aj,3,zealously enthusiastic,pertaining to the emotions,existing only in feeling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483,1604,1655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,affectuously,av,3,sincerely,zealous enthusiasm,affectionately,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,1424,1430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,afflict,vt,3,make dejected,humiliate,cause mental pain/suffering to,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1393,1393,1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,afflicted,aj,3,dejected,humble,suffering mental pain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1590,1593,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,affliction,n,3,action of causing,suffering,(a) cause of mental pain/suffering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303,1381,1598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,aggravation,n,3,that which causes,extrinsic circumstance increasing misery,action of irritating,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1552,1552,1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,agreeableness,n,3,quality of being pleasant/pleasurable,quality of being agreeable/affable,quality of being pleasant/pleasurable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1611,1630,1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,agrise,vt,3,horrify,shudder at/dread,shudder at with terror/abhorrence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1374,1374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,ah,in,3,exclamation expressing aversion/dislike,specific cry of grief,exclamation of regret,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1435,1440,1509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,aha,in,3,expression of surprise,expression of content/satisfaction,shout of rejoicing/exultation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1611,1611,1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,air,n,3,state of feeling/mood,pretension to superiority,manner/appearance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1655,1660,1673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,airy,aj,3,pretending to superiority,spirited/lively,merry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1606,1644,1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,ally,n,3,people united by kinship/friendship,friend,ally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1916,1916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,amazement,n,3,overwhelming,overwhelming,consternation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596,1596,1596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,amiableness,n,3,quality of being loveable,of things,mixture of friendliness and worthiness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1534,1652,1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,amiably,av,3,in a friendly manner,in a loveable manner,in a worthy and friendly manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1489,1605,1826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,amorist,n,3,ladies' man/philanderer,one who loves,one who treats of love,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1581,1635,1641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,anda,n,3,zeal/enthusiasm,envy,fear,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,anguishous,aj,3,causing anguish/tormenting,anxious,anguished/tormented,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,1230,1297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,animation,n,3,spiritedness/liveliness,exciting,one who/that which excites,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1790,1817,1817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,anmedla,n,3,arrogance,splendour/magnificence/pomp,bravery/boldness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,annoyance,n,3,action of annoying/vexing,state of annoyance/vexation,cause of annoyance/vexation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386,1502,1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,anxious,aj,3,anxious,uneasy,causing/fraught with anxiety,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1548,1548,1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,apay,vt,3,please/give pleasure to,content/satisfy,make grateful return for,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,1250,1483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,apprehend,vt,3,(of fear) seize,perceive emotionally,be apprehensive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1572,1592,1606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,astonied,aj,3,stupefied,dismayed,(of teeth) set on edge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350,1386,1388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,attach,vt,3,join in sympathy/affection,win the affection of,win/attract the attachment of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765,1811,1811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,attitude,n,3,indignant/resentful manner,aggressive/uncooperative behaviour,self-assertiveness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,1975,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,audaciousness,n,3,impudence,reckless daring,daring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1599,1599,1601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,aversation,n,3,dislike,moral turning away/estrangement,object/cause of dislike,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1613,1651,1730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,aversion,n,3,moral turning away/estrangement,feeling against/a settled dislike,object/cause of dislike,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596,1626,1678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,awe,vt,3,intimidate/bully,influence/control/restrain through awe,inspire with awe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303,1611,1753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,awfully,av,3,imposingly,in a terrifying manner,with a feeling of awe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1375,1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,aþreotan,vt,3,displease,annoy/vex,affect with weariness/tedium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,bale,n,3,sorrow/grief,misery,suffering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1275,1275,1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,be on at,vt,3,irritate with,irritate,nag/scold (a person),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1907,1907,1907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,be shook on,vt,3,be zealous for,be enamoured of/enthusiastic about,be in love/infatuated with,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1888,1888,1888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,binder,n,3,tedious/dull thing/activity,tedious/dull person,one who complains,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1930,1937,1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,bite,vt,3,afflict with pangs,have an effect on,cause worry to,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1325,1909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,black,aj,3,gloomy/depressing,frowning/scowling,(of theatrical productions) gruesome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1562,1709,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,blast,n,3,boasting/boastfulness,anger,an enjoyable time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1494,1535,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,blaze,n,3,sudden outburst/access of passion,fit(s)/outburst(s) of anger,brilliant centre of admiration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1240,1240,1579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,bliss < bliss,n,3,happiness,supreme/heavenly happiness,joy/gladness/delight,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,blithe < bliþe,aj,3,of disposition/mind/heart,cheerful,merry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,blow,n,3,a boast,boasting/boastfulness,boaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1684,1883,1904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,bluster,n,3,fit(s)/outburst(s) of anger,outburst of,blustering/bravado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1607,1665,1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,boast,n,3,ostentation,boasting/boastfulness,object/occasion of boasting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297,1300,1593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,boast,vt,3,boast of,intimidate/bully,make ostentatious display of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1380,1513,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
